9.3	9.09090909090909e-09
9.2	3.63636363636364e-08
9.1	7.27272727272727e-08
9	7.27272727272727e-08
8.9	7.27272727272727e-08
8.8	7.27272727272727e-08
8.7	7.27272727272727e-08
8.6	9.09090909090909e-08
8.5	1.72727272727273e-07
8.4	4e-07
8.3	8.18181818181818e-07
8.2	1.5e-06
8.1	2.95454545454545e-06
8	3.66363636363636e-06
7.9	4.03636363636364e-06
7.8	5.14545454545455e-06
7.7	7.68181818181818e-06
7.6	1.07727272727273e-05
7.5	1.36727272727273e-05
7.4	1.83909090909091e-05
7.3	3.11272727272727e-05
7.2	4.73727272727273e-05
7.1	5.95909090909091e-05
7	8.32545454545454e-05
6.9	0.000100254545454545
6.8	0.000119636363636364
6.7	0.000155345454545455
6.6	0.000198727272727273
6.5	0.000253972727272727
6.4	0.000338563636363636
6.3	0.000444863636363636
6.2	0.000599909090909091
6.1	0.000773981818181818
6	0.000922518181818182
5.9	0.00113152727272727
5.8	0.00145648181818182
5.7	0.00192282727272727
5.6	0.00254508181818182
5.5	0.00321396363636364
5.4	0.00380773636363636
5.3	0.00403049090909091
5.2	0.00413256363636364
5.1	0.00424794545454545
5	0.00442624545454545
4.9	0.00465947272727273
4.8	0.00490424545454545
4.7	0.00520443636363636
4.6	0.00545681818181818
4.5	0.00578182727272727
4.4	0.00614890909090909
4.3	0.00656663636363636
4.2	0.00702177272727273
4.1	0.00748890909090909
4	0.00801438181818182
3.9	0.00862281818181818
3.8	0.00923352727272727
3.7	0.00975107272727273
3.6	0.0101757363636364
3.5	0.0106219454545455
3.4	0.0108775454545455
3.3	0.0109485909090909
3.2	0.0109516727272727
